Species,Subspecies,Preliminary,Collector,Colnumber,Herbarium,Group,Country,Area,Status,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemlength,Stemdiameter,Petiole,Rachislen,Numpin,Pinlength,Pinwidth,Apjoin,Stinflolen,Straclen,Pisinflolen,Psraclen,Fruitlen,Fruitdiam,Solclu,Climbs,Sheath,Mottle,Dactyl,Elasti,Latifo,Hetera,Unifar,Dasyac,Discol,Phispi,Bulbou,Swelli,Gracil,Needle,Pholid,Petmar,Upward,Pachys,Hairli,Scabrid,Exilis,Intersp,Horseh,Ingens,Siphon,Minute,Moti,Spiral,Detach,Spicul,Nospin,Latmar,Spines,Corrug,Ocrflo,Ocrpog,Ocrlep,Ocrlae,Ocrdiv,Ocrcil,Ocrwal,Ocrpoi,Ocrpal,Ocrlon,Ocrtru,Ocrset,Ocrerin,Ocrsip,Ocrcon,Ocrgur,Ocrper,Ocrrho,Ocrjav,Ocrpse,Ocrpip,Ocrurs,Ocrrha,Flagel,Rachis,Rachil,Wooly,Racir,Pinnae,Pinsha,Divari,Insign,Hairy,Specta,Grayis,Erinac,Reddis,Tufted,Phvein,Sweptb,Proxim,Distal,Pinfew,Semelp,Rootin,Infpos,Infdae,Inflag,Infall,Infper,Inferi,Infpal,Infaru,Pedunc,Prophy,Murpro,Pedice,Piviti,Piinop,Pilobb,Pidisp,Pidimo,Pirecu,Picand,Rbcalo,Rbcera,Rbtatt,Rbpalu,Rbconi,Rbviti,Rbtubu,Rbanom,Rbplat,Rberin,Rbpogo,Rbsiph,Rbdaem,Piptos,Papery,Fimbri,Racped,Polyst,Retisp,Raclon,Ciliar,Laevig,Murica,Staord,Rblack,Starrg,Stflel,Sepals,Sepfle,Exsert,Stamen,Filame,Pisord,Ppdiva,Ridley,Tetrad,Pirasp,Cellat,Dyaped,Bracte,Pistom,Neuter,Cupula,Frshap,Perian,Scales,Dragon,Glossy,Fringe,Seeded,Attach,Renifo,Seedsu,Sarcot,Raphe,Endosp,Embryo,Frucol
C. subangulatus,,Ce. subangulatus,J. Dransfield,5191,KEP,Ceratolobus,Malaysia,Peninsular,staminate,4.45,4.75,103.21,103.35,50,,0.82,,,,17,1.8,,15,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,,,,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,5192,KEP,Ceratolobus,Malaysia,Peninsular,pistillate,4.45,4.75,103.21,103.35,50,,0.77,1.5,,,20.5,1.7,,,,,,17.8,13.5,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,5204,K,Ceratolobus,Malaysia,Peninsular,pistillate,4.17,4.28,103.17,103.28,50,,0.99,1.5,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,5271,BH,Ceratolobus,Malaysia,Borneo,pistillate,4.03,4.05,114.55,114.933,250,10,0.64,0.3,32,8,17.7,1.2,,,,16.5,4.7,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,5753,BH,Ceratolobus,Malaysia,Borneo,sterile,5.51,5.85,117.3,117.5,,3,0.58,0.8,,14,,,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,0,1,2,2,2,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,5812,L,Ceratolobus,Malaysia,Borneo,staminate,5.39,5.65,117.46,117.76,100,5,,,,12,,,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,0,1,2,2,2,,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,5960,BH,Ceratolobus,Malaysia,Borneo,pistillate,4.12,4.2,113.59,113.98,100,15,1.16,,,13,,,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,0,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,6576,SING,Ceratolobus,Brunei,Borneo,staminate,4.05,4.08,114.42,114.7,150,8,1.21,0.3,,13,17,1.8,,13.3,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,875,BH,Ceratolobus,Malaysia,Peninsular,staminate,4.38,4.63,101.01,101.01,90,6,0.73,0.7,33,12,16,1.4,,13,0.7,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,4,1,0,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Dransfield,883,BH,Ceratolobus,Malaysia,Peninsular,pist/stam,4.13,4.21,100.38,100.63,9,6,0.66,0.7,,,18,1.1,,,,13.5,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,4,1,0,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Jarvie,5208,BO,Ceratolobus,Indonesia,Borneo,pistillate,0.43,-0.71,112.5,112.83,320,,0.73,1,,,18,1.4,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Mogea,4112,BO,Ceratolobus,Indonesia,Borneo,pistillate,0.5,-0.83,112.5,112.83,150,20,0.75,1,,,17,1.7,,,,10.5,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,,1,,1,2,2,2,,1,1,1,0,1,1,1,1,1,,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Mogea,7401,BO,Ceratolobus,Indonesia,Borneo,staminate,1.4,-1.66,115.24,115.4,50,6,0.85,0.5,,15,23,1.2,,8,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,1,1,2,2,2,,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,J. Van Valkenburg,1424,BO,Ceratolobus,Indonesia,Borneo,pistillate,0,0,116.3,116.5,100,20,0.77,2,55,15,16,1,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,,1,,1,2,2,2,,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,K. Wong,1186,K,Ceratolobus,Brunei,Borneo,pistillate,4.36,4.6,115.11,115.18,,,0.86,1,,11,16.5,0.9,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,K. Wong,1739,K,Ceratolobus,Brunei,Borneo,?,4.31,4.52,115.15,115.25,530,,,,,10,,,,,,,,,,0,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,1,1,2,2,2,,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,K. Wong,322,SING,Ceratolobus,Brunei,Borneo,pistillate,4.37,4.61,114.31,114.51,,,1.61,0.7,,,35.5,1.9,,,,21,2.2,19.1,14.8,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,1,1,2,2,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,
C. subangulatus,,Ce. subangulatus,M. Stockdale,MCS107,K,Ceratolobus,Indonesia,Borneo,pistillate,,,,,,5,0.99,0.7,,13,20,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,M. Stockdale,MCS52,K,Ceratolobus,Brunei,Borneo,sterile,4.33,4.55,115.09,115.15,1150,6,0.85,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,N. Manokaran,FRI 18545,KEP,Ceratolobus,Malaysia,Peninsular,pistillate,3.11,3.18,101.34,101.56,,2,0.9,1,,12,17.5,1,,,,20,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,,1,1,1,2,2,2,0,1,1,1,0,0,1,1,1,1,,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,N. Watanabe,NMW4,K,Ceratolobus,Indonesia,Borneo,pistillate,0.59,0.98,113.15,113.25,200,10,0.62,0.5,38,8,20.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,N. Watanabe,NMW56,K,Ceratolobus,Indonesia,Borneo,staminate,1.55,1.91,117.1,117.16,80,2,0.59,0.7,33,9,17,1.1,,9.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,Native collector,1471,FI,Ceratolobus,Malaysia,Borneo,pistillate,,,,,,,1.23,1,,,25.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,O. Beccari,519,FI,Ceratolobus,Indonesia,Sumatra,pistillate,0.29,-0.48,100.2,100.33,,,1.04,0.5,,,28,1.6,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,0,1,1,0,2,1,1,0,
C. subangulatus,,Ce. subangulatus,P. Ashton,S.19602,BH,Ceratolobus,Malaysia,Borneo,pistillate,,,,,900,,0.75,1,42,12,23,1,,,,18,2.5,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,brown
C. subangulatus,,Ce. subangulatus,P. Ashton,S.19774,BH,Ceratolobus,Malaysia,Borneo,pistillate,2,2,114.1,114.16,900,,0.63,,,,,,,,,,,18.7,14.3,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,
C. subangulatus,,Ce. subangulatus,P. Ashton,S.22012,K,Ceratolobus,Malaysia,Borneo,pistillate,3.04,3.06,113.03,113.05,,,1.7,2,,13,23.3,2.6,,,,16.5,4.5,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,,1,1,1,2,2,2,,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,P. Chai,S.37298,BH,Ceratolobus,Malaysia,Borneo,pistillate,2.08,2.13,113.47,113.78,950,,0.7,1,,,19,1,,,,,3,20.2,15.2,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,7,0,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,brown
C. subangulatus,,Ce. subangulatus,P. Chai,S.39582,BH,Ceratolobus,Malaysia,Borneo,pistillate,4.03,4.05,114.56,114.93,75,,0.88,,,12,,,,,,18,,16.2,12.6,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,chocolate brown
C. subangulatus,,Ce. subangulatus,S. Uhaedi,IDRC5,K,Ceratolobus,Indonesia,Sumatra,sterile,3.08,-3.13,102.12,102.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,Saw Leng Guan,FRI 37679,KEP,Ceratolobus,Malaysia,Peninsular,pistillate,4.39,4.65,100.5,100.83,250,,0.73,1,,,20,1.2,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,0,2,1,1,0,0,2,1,1,1,2,,,,,,,,,orange
C. subangulatus,,Ce. subangulatus,Saw Leng Guan,FRI 44269,KEP,Ceratolobus,Malaysia,Peninsular,sterile,3.38,3.63,101.24,101.4,150,,0.51,0.5,,,11,0.8,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,Saw Leng Guan,FRI 48407,KEP,Ceratolobus,Malaysia,Peninsular,sterile,4.55,4.91,103.05,103.08,65,,0.52,2,,,13,1.1,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,,1,1,1,2,2,2,0,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,T. Forsyth,TJF30,K,Ceratolobus,Indonesia,Sumatra,sterile,3.08,-3.13,101.4,101.66,1200,,0.84,0.7,,,21.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,V. Trichon,VT795,K,Ceratolobus,Indonesia,Sumatra,sterile,1.38,-1.63,101.38,101.63,300,,0.71,1,,,13,1.1,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,0,1,0,1,2,2,2,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,W. Baker,500,KEP,Ceratolobus,Malaysia,Peninsular,sterile,3.1,3.16,101.4,101.66,100,6,0.6,0,,11,10,0.9,,,,,,,,1,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,1,1,1,1,2,2,2,0,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,W. Baker,536,K,Ceratolobus,Brunei,Borneo,pistillate,4.36,4.6,115.11,115.18,300,5,1.32,1.5,,15,18,1.6,,,,19,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. subangulatus,,Ce. subangulatus,W. Meijer,4076,SING,Ceratolobus,Indonesia,Sumatra,sterile,0.26,-0.43,101.32,101.53,,,0.66,0,,,19.5,1.4,,,,,,,,,1,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,7,4,1,1,1,2,2,2,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
